Timestamp,Time,Latitude,Longitude,Altitude,Horizontal_Accuracy,Vertical_Accuracy
1764073708173612404,2025-11-25 17:58:28.171,23.535365833,87.300143500,84.30,0.009,0.050
1764073709153452514,2025-11-25 17:58:29.151,23.535365167,87.300133000,84.30,0.009,0.050
1764073710176922606,2025-11-25 17:58:30.173,23.535364333,87.300122333,84.30,0.009,0.050
1764073711154174235,2025-11-25 17:58:31.152,23.535363500,87.300111833,84.30,0.009,0.050
1764073712155448753,2025-11-25 17:58:32.152,23.535362667,87.300101500,84.30,0.009,0.050
1764073713154717493,2025-11-25 17:58:33.152,23.535362000,87.300091333,84.30,0.009,0.050
1764073714176004067,2025-11-25 17:58:34.174,23.535361333,87.300081000,84.30,0.009,0.050
1764073715153586029,2025-11-25 17:58:35.151,23.535360833,87.300070833,84.30,0.009,0.050
1764073716174831677,2025-11-25 17:58:36.173,23.535360167,87.300060500,84.30,0.009,0.050
1764073717153565639,2025-11-25 17:58:37.151,23.535359500,87.300050167,84.30,0.009,0.050
1764073718175125842,2025-11-25 17:58:38.173,23.535358833,87.300039667,84.30,0.009,0.050
1764073719174013730,2025-11-25 17:58:39.172,23.535358167,87.300029167,84.30,0.009,0.050
1764073720153421063,2025-11-25 17:58:40.151,23.535357500,87.300018667,84.30,0.009,0.050
1764073721154178137,2025-11-25 17:58:41.152,23.535356667,87.300008000,84.30,0.009,0.050
1764073722174239191,2025-11-25 17:58:42.172,23.535356000,87.299997500,84.30,0.009,0.050
1764073723153454821,2025-11-25 17:58:43.151,23.535355000,87.299986833,84.30,0.009,0.050
1764073724173432598,2025-11-25 17:58:44.171,23.535354167,87.299976500,84.30,0.009,0.050
1764073725155202912,2025-11-25 17:58:45.152,23.535353333,87.299966167,84.30,0.009,0.050
1764073726174167485,2025-11-25 17:58:46.172,23.535352667,87.299955833,84.30,0.009,0.050
1764073727154319096,2025-11-25 17:58:47.152,23.535352167,87.299945667,84.30,0.009,0.050
1764073728174943169,2025-11-25 17:58:48.173,23.535351833,87.299935333,84.30,0.009,0.050
1764073729174430687,2025-11-25 17:58:49.172,23.535351667,87.299924833,84.30,0.009,0.050
1764073730155034576,2025-11-25 17:58:50.152,23.535351500,87.299914333,84.30,0.009,0.050
1764073731153506038,2025-11-25 17:58:51.151,23.535351000,87.299903833,84.30,0.009,0.050
1764073732179020926,2025-11-25 17:58:52.172,23.535350500,87.299893167,84.30,0.009,0.050
1764073733153641481,2025-11-25 17:58:53.152,23.535349833,87.299882500,84.30,0.009,0.050
1764073734173557203,2025-11-25 17:58:54.171,23.535349000,87.299871667,84.30,0.009,0.050
1764073735154373202,2025-11-25 17:58:55.152,23.535348000,87.299861000,84.30,0.009,0.050
1764073736174477331,2025-11-25 17:58:56.172,23.535347167,87.299850167,84.20,0.009,0.050
1764073737153940812,2025-11-25 17:58:57.152,23.535346500,87.299839500,84.20,0.009,0.050
1764073738174925145,2025-11-25 17:58:58.172,23.535346000,87.299829000,84.20,0.009,0.050
1764073739153076626,2025-11-25 17:58:59.151,23.535345333,87.299818500,84.20,0.009,0.050
1764073740175478773,2025-11-25 17:59:00.173,23.535344833,87.299808000,84.20,0.009,0.050
1764073741155948717,2025-11-25 17:59:01.154,23.535344333,87.299797500,84.20,0.009,0.050
1764073742174208087,2025-11-25 17:59:02.172,23.535343833,87.299787000,84.20,0.009,0.050
1764073743152388605,2025-11-25 17:59:03.150,23.535343500,87.299776500,84.20,0.009,0.050
1764073744176298493,2025-11-25 17:59:04.174,23.535343000,87.299766167,84.20,0.009,0.050
1764073745155556622,2025-11-25 17:59:05.153,23.535342333,87.299755667,84.20,0.009,0.050
1764073746173978103,2025-11-25 17:59:06.171,23.535341667,87.299745000,84.20,0.009,0.050
1764073747154125528,2025-11-25 17:59:07.152,23.535340833,87.299734500,84.20,0.009,0.050
1764073748154700509,2025-11-25 17:59:08.152,23.535340000,87.299724167,84.20,0.009,0.050
1764073749154940786,2025-11-25 17:59:09.152,23.535339167,87.299713833,84.20,0.009,0.050
